field_1,Site,Sample_ID,Date_ddPCR,Sample.type,State,Well,Lab_ID,Target,Concentrat,Status,Experiment,Supermix,DyeName.s.,Accepted_D,Positives.,Negatives.,Concentr_1,Accepted_1,Positive_1,Negative_1,Concentr_2,Accepted_2,Positive_2,Negative_2,freq,Infected,Bd.load_co,Comments.x,GPS,Collection,DOY,Time,Hg_mean,Coloration,Size,Frog_posit,Sex,Male,Weight,SVL,leaf_litte,ground_veg,small_trun,large_trun,fallen_tre,woody,phyto,Type_phyto,Microhab_t,Ambient_te,canopy_ID,canopy_cov,Comments.y,DateTimeS,Elevation,DateTime,Lon,Lat,dist_to_ph,dist_to_tr,coords.x1,coords.x2,distance.y,dist_km,min_spent,hrs_spent,frogs_obse,ind_obs,ind_per_km,Area_m,Area_ha,HFI,scaled_SMI.rob,DNA_ng.ml
43,Kaw,23-Dt-008,17/05/2023,Frog swab,Wild,B01,DT26,RAG1,0.335702807,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,21030,6,21024,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,307,18/01/2023,18,12:30,1.3,blue,Small,Leaf litter,Female,0,3.9,3.87,90,15,1,1,0,0,FALSE,NA,24.6,25.6,IMG_3301,95.12,,17:41.0,114.674377,1/18/2023 15:17,-52.043867,4.502878,9.692522515,49.02036636,1050485.631,499586.3399,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,-0.027824346,too low
44,Kaw,23-Dt-008,17/05/2023,Frog swab,Wild,B01,DT26,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,21030,0,21030,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,307,18/01/2023,18,12:30,1.3,blue,Small,Leaf litter,Female,0,3.9,3.87,90,15,1,1,0,0,FALSE,NA,24.6,25.6,IMG_3301,95.12,,17:41.0,114.674377,1/18/2023 15:17,-52.043867,4.502878,9.692522515,49.02036636,1050485.631,499586.3399,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,-0.027824346,too low
45,Kaw,23-Dt-009,17/05/2023,Frog swab,Wild,B02,DT27,RAG1,0.446345299,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,18454,7,18447,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,315,18/01/2023,18,15:09,1.3,blue,Small,Top fallen tree,Male,1,2.35,3.26,20,80,2,0,2,80,FALSE,NA,26.1,24.7,IMG_3312,82.74,,49:41.0,17.79484,1/18/2023 17:49,-52.046095,4.498388,39.85118681,4.938702231,1050240.937,499086.4903,34299,34,2530,42.16666667,62,57,1.49,118145,12,8.478337288,-0.377983079,too low
46,Kaw,23-Dt-009,17/05/2023,Frog swab,Wild,B02,DT27,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,18454,0,18454,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,315,18/01/2023,18,15:09,1.3,blue,Small,Top fallen tree,Male,1,2.35,3.26,20,80,2,0,2,80,FALSE,NA,26.1,24.7,IMG_3312,82.74,,49:41.0,17.79484,1/18/2023 17:49,-52.046095,4.498388,39.85118681,4.938702231,1050240.937,499086.4903,34299,34,2530,42.16666667,62,57,1.49,118145,12,8.478337288,-0.377983079,too low
47,Kaw,23-Dt-010,17/05/2023,Frog swab,Wild,B03,DT28,RAG1,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,20296,0,20296,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,327,19/01/2023,19,13:49,1.3,blue,Small,"Leaf litter, next to woody structure",Male,1,2.95,3.27,80,40,3,0,0,70,FALSE,NA,25.5,27.7,IMG_3348,91.39,Dry palm bract,54:03.0,21.924234,1/19/2023 16:54,-52.051352,4.498695,35.94000964,304.6296451,1049655.352,499116.5739,34299,34,2530,42.16666667,62,57,1.49,118145,12,8.478337288,0.939820836,too low
48,Kaw,23-Dt-010,17/05/2023,Frog swab,Wild,B03,DT28,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,20296,0,20296,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,327,19/01/2023,19,13:49,1.3,blue,Small,"Leaf litter, next to woody structure",Male,1,2.95,3.27,80,40,3,0,0,70,FALSE,NA,25.5,27.7,IMG_3348,91.39,Dry palm bract,54:03.0,21.924234,1/19/2023 16:54,-52.051352,4.498695,35.94000964,304.6296451,1049655.352,499116.5739,34299,34,2530,42.16666667,62,57,1.49,118145,12,8.478337288,0.939820836,too low
49,Kaw,23-Dt-011,17/05/2023,Frog swab,Wild,B04,DT34,RAG1,19.69971657,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,20656,343,20313,16.54909134,18900,264,18636,NA,NA,NA,NA,2,,NA,,334,20/01/2023,20,09:50,1.3,blue,Small,Under fallen log,Male,1,2.56,3.35,80,5,3,0,0,40,FALSE,NA,23.6,23.3,IMG_3388,93.86,,53:53.0,113.140366,1/20/2023 12:53,-52.04393,4.502812,2.534639421,51.26713579,1050478.666,499578.9695,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,-0.29576446,too low
50,Kaw,23-Dt-011,17/05/2023,Frog swab,Wild,B04,DT34,Bd,0.056956768,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,20656,1,20655,0,18900,0,18900,NA,NA,NA,NA,2,No,0,,334,20/01/2023,20,09:50,1.3,blue,Small,Under fallen log,Male,1,2.56,3.35,80,5,3,0,0,40,FALSE,NA,23.6,23.3,IMG_3388,93.86,,53:53.0,113.140366,1/20/2023 12:53,-52.04393,4.502812,2.534639421,51.26713579,1050478.666,499578.9695,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,-0.29576446,too low
51,Kaw,23-Dt-012,17/05/2023,Frog swab,Wild,B05,DT35,Bd,41.25013351,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,18662,643,18019,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,41.25013351,,335,20/01/2023,20,09:50,1.3,blue,Small,Under fallen log,Juvenile,NA,0.43,1.55,80,5,3,0,0,40,FALSE,NA,23.6,23.3,IMG_3388,93.86,,53:56.0,113.136887,1/20/2023 12:53,-52.043926,4.502811,2.866811003,50.81723602,1050479.112,499578.8615,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,NA,too low
52,Kaw,23-Dt-012,17/05/2023,Frog swab,Wild,B05,DT35,RAG1,0.378306657,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,18662,6,18656,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,335,20/01/2023,20,09:50,1.3,blue,Small,Under fallen log,Juvenile,NA,0.43,1.55,80,5,3,0,0,40,FALSE,NA,23.6,23.3,IMG_3388,93.86,,53:56.0,113.136887,1/20/2023 12:53,-52.043926,4.502811,2.866811003,50.81723602,1050479.112,499578.8615,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,NA,too low
53,Kaw,23-Dt-013,17/05/2023,Frog swab,Wild,B06,DT36,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,20860,0,20860,1.034741521,19337,17,19320,0,16474,0,16474,3,No,0,,336,20/01/2023,20,10:29,1.3,blue,Small,Under rock hole,Male,1,2.94,3.22,80,5,0,1,0,10,FALSE,NA,23,23.3,IMG_3391,94.6,,30:11.0,118.36364,1/20/2023 13:30,-52.043801,4.503072,30.8560085,60.02958354,1050492.834,499607.9141,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,1.187967756,too low
54,Kaw,23-Dt-013,17/05/2023,Frog swab,Wild,B06,DT36,RAG1,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,20860,0,20860,0.608561218,19337,10,19327,0,16474,0,16474,3,,NA,,336,20/01/2023,20,10:29,1.3,blue,Small,Under rock hole,Male,1,2.94,3.22,80,5,0,1,0,10,FALSE,NA,23,23.3,IMG_3391,94.6,,30:11.0,118.36364,1/20/2023 13:30,-52.043801,4.503072,30.8560085,60.02958354,1050492.834,499607.9141,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,1.187967756,too low
55,Kaw,23-Dt-015,17/05/2023,Frog swab,Wild,C01,DT38,RAG1,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,20694,0,20694,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,341,20/01/2023,20,12:03,1.3,blue,Small,Leaf litter,Female,0,3.57,3.75,90,30,6,0,0,0,FALSE,NA,23.8,23.5,IMG_3411,92.07,,03:46.0,125.328857,1/20/2023 15:03,-52.042556,4.503433,12.0876208,8.061607046,1050631.189,499648.9109,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,-0.067659028,too low
56,Kaw,23-Dt-015,17/05/2023,Frog swab,Wild,C01,DT38,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,20694,0,20694,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,341,20/01/2023,20,12:03,1.3,blue,Small,Leaf litter,Female,0,3.57,3.75,90,30,6,0,0,0,FALSE,NA,23.8,23.5,IMG_3411,92.07,,03:46.0,125.328857,1/20/2023 15:03,-52.042556,4.503433,12.0876208,8.061607046,1050631.189,499648.9109,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,-0.067659028,too low
57,Kaw,23-Dt-016,17/05/2023,Frog swab,Wild,D05,DT57,RAG1,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,16768,0,16768,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,342,20/01/2023,20,13:29,1.3,blue,Small,Tree root,Female,0,4.23,3.79,50,60,3,0,0,5,FALSE,NA,25.8,25.4,IMG_3415,89.02,,28:15.0,81.740753,1/20/2023 16:28,-52.04522,4.499815,61.39968104,13.05419089,1050337.29,499245.4771,34299,34,2530,42.16666667,62,57,1.49,118145,12,8.478337288,0.800336191,6.34
58,Kaw,23-Dt-016,17/05/2023,Frog swab,Wild,D05,DT57,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,16768,0,16768,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,342,20/01/2023,20,13:29,1.3,blue,Small,Tree root,Female,0,4.23,3.79,50,60,3,0,0,5,FALSE,NA,25.8,25.4,IMG_3415,89.02,,28:15.0,81.740753,1/20/2023 16:28,-52.04522,4.499815,61.39968104,13.05419089,1050337.29,499245.4771,34299,34,2530,42.16666667,62,57,1.49,118145,12,8.478337288,0.800336191,6.34
59,Kaw,23-Dt-017,17/05/2023,Frog swab,Wild,D06,DT58,Bd,0.17181024,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,20544,3,20541,0.061555032,19113,1,19112,NA,NA,NA,NA,2,No,0,,343,20/01/2023,20,15:00,1.3,blue,Small,Under fallen log,Male,1,2.24,3.03,20,90,3,0,1,30,FALSE,NA,24.2,23.9,IMG_3416,91.46,,01:51.0,21.150745,1/20/2023 18:01,-52.049129,4.498181,57.57453265,65.7437289,1049903.264,499061.2279,34299,34,2530,42.16666667,62,57,1.49,118145,12,8.478337288,0.436258998,5.08
60,Kaw,23-Dt-017,17/05/2023,Frog swab,Wild,D06,DT58,RAG1,0.05726729,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,20544,1,20543,0.061555032,19113,1,19112,NA,NA,NA,NA,2,,NA,,343,20/01/2023,20,15:00,1.3,blue,Small,Under fallen log,Male,1,2.24,3.03,20,90,3,0,1,30,FALSE,NA,24.2,23.9,IMG_3416,91.46,,01:51.0,21.150745,1/20/2023 18:01,-52.049129,4.498181,57.57453265,65.7437289,1049903.264,499061.2279,34299,34,2530,42.16666667,62,57,1.49,118145,12,8.478337288,0.436258998,5.08
61,Kaw,23-Dt-018,17/05/2023,Frog swab,Wild,D07,DT59,RAG1,0.970285058,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,19408,16,19392,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,349,20/01/2023,20,16:50,1.3,blue,Small,Rock pile,Male,1,2.86,3.12,20,60,0,1,0,5,FALSE,NA,24.5,24.5,IMG_3424,93.84,,50:51.0,126.76963,1/20/2023 19:50,-52.043718,4.503084,37.39438186,56.88010852,1050502.066,499609.3084,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,1.572510198,7.22
62,Kaw,23-Dt-018,17/05/2023,Frog swab,Wild,D07,DT59,Bd,167.6733551,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19408,2578,16830,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,167.6733551,,349,20/01/2023,20,16:50,1.3,blue,Small,Rock pile,Male,1,2.86,3.12,20,60,0,1,0,5,FALSE,NA,24.5,24.5,IMG_3424,93.84,,50:51.0,126.76963,1/20/2023 19:50,-52.043718,4.503084,37.39438186,56.88010852,1050502.066,499609.3084,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,1.572510198,7.22
63,Kaw,23-Dt-019,17/05/2023,Frog swab,Wild,E01,DT60,RAG1,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,20643,0,20643,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,350,20/01/2023,20,17:16,1.3,blue,Small,Under dead wood,Female,0,2.29,3.56,70,20,1,1,2,80,FALSE,NA,23.4,23.2,IMG_3428,91.11,,16:11.0,130.724335,1/20/2023 20:16,-52.043175,4.503566,16.67730254,30.64192852,1050562.164,499663.1978,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,-1.580028208,11.32
64,Kaw,23-Dt-019,17/05/2023,Frog swab,Wild,E01,DT60,Bd,23.36902046,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,20643,406,20237,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,23.36902046,,350,20/01/2023,20,17:16,1.3,blue,Small,Under dead wood,Female,0,2.29,3.56,70,20,1,1,2,80,FALSE,NA,23.4,23.2,IMG_3428,91.11,,16:11.0,130.724335,1/20/2023 20:16,-52.043175,4.503566,16.67730254,30.64192852,1050562.164,499663.1978,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,-1.580028208,11.32
65,Kaw,23-Dt-020,17/05/2023,Frog swab,Wild,E02,DT61,RAG1,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,20364,0,20364,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,351,21/01/2023,21,10:17,1.3,blue,Small,On dead wood,Male,1,2.86,3.7,80,50,3,0,0,20,FALSE,NA,24.1,23.8,IMG_3434,92.98,,18:45.0,43.504692,1/21/2023 13:18,-52.048731,4.498352,9.367145169,19.22610512,1049947.452,499080.5012,34299,34,2530,42.16666667,62,57,1.49,118145,12,8.478337288,-1.036621796,6.52
66,Kaw,23-Dt-020,17/05/2023,Frog swab,Wild,E02,DT61,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,20364,0,20364,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,351,21/01/2023,21,10:17,1.3,blue,Small,On dead wood,Male,1,2.86,3.7,80,50,3,0,0,20,FALSE,NA,24.1,23.8,IMG_3434,92.98,,18:45.0,43.504692,1/21/2023 13:18,-52.048731,4.498352,9.367145169,19.22610512,1049947.452,499080.5012,34299,34,2530,42.16666667,62,57,1.49,118145,12,8.478337288,-1.036621796,6.52
67,Kaw,23-Dt-021,27/07/2023,Frog swab,Wild,F01,DT80,RAG1,0.067263402,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,17491,1,17490,1.161743879,17224,17,17207,NA,NA,NA,NA,2,,NA,,351,21/01/2023,21,10:30,1.3,blue,Small,On dead wood,Female,0,3.92,4.09,80,50,3,0,0,20,FALSE,NA,24.1,23.8,IMG_3434,92.98,,18:45.0,43.504692,1/21/2023 13:18,-52.048731,4.498352,9.367145169,19.22610512,1049947.452,499080.5012,34299,34,2530,42.16666667,62,57,1.49,118145,12,8.478337288,-0.764147941,4.88
68,Kaw,23-Dt-021,27/07/2023,Frog swab,Wild,F01,DT80,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,17491,0,17491,0,17224,0,17224,NA,NA,NA,NA,2,No,0,,351,21/01/2023,21,10:30,1.3,blue,Small,On dead wood,Female,0,3.92,4.09,80,50,3,0,0,20,FALSE,NA,24.1,23.8,IMG_3434,92.98,,18:45.0,43.504692,1/21/2023 13:18,-52.048731,4.498352,9.367145169,19.22610512,1049947.452,499080.5012,34299,34,2530,42.16666667,62,57,1.49,118145,12,8.478337288,-0.764147941,4.88
69,Kaw,23-Dt-022,27/07/2023,Frog swab,Wild,G01,DT81,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19250,0,19250,0,16220,0,16220,NA,NA,NA,NA,2,No,0,,353,21/01/2023,21,11:35,1.3,blue,Small,Leaf litter,Juvenile,NA,0.38,1.67,60,30,1,1,0,50,FALSE,NA,24,24.3,IMG_3439,91.49,Rocks around,37:23.0,108.399048,1/21/2023 14:37,-52.043829,4.50306,28.2041104,60.6547947,1050489.725,499606.5615,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,NA,3.58
70,Kaw,23-Dt-022,27/07/2023,Frog swab,Wild,G01,DT81,RAG1,2.140984297,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,19250,35,19215,4.359994888,16220,60,16160,NA,NA,NA,NA,2,,NA,,353,21/01/2023,21,11:35,1.3,blue,Small,Leaf litter,Juvenile,NA,0.38,1.67,60,30,1,1,0,50,FALSE,NA,24,24.3,IMG_3439,91.49,Rocks around,37:23.0,108.399048,1/21/2023 14:37,-52.043829,4.50306,28.2041104,60.6547947,1050489.725,499606.5615,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,NA,3.58
71,Kaw,23-Dt-023,27/07/2023,Frog swab,Wild,H01,DT82,RAG1,0.122657619,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,19184,2,19182,0.459853947,17912,7,17905,NA,NA,NA,NA,2,,NA,,354,21/01/2023,21,11:35,1.3,blue,Small,Leaf litter,Juvenile,NA,0.22,1.38,60,30,1,1,0,50,FALSE,NA,24,24.3,IMG_3439,91.49,Rocks around,37:25.0,108.398857,1/21/2023 14:37,-52.043838,4.503063,28.0790189,61.50905141,1050488.721,499606.8875,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,NA,3.42
72,Kaw,23-Dt-023,27/07/2023,Frog swab,Wild,H01,DT82,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19184,0,19184,0,17912,0,17912,NA,NA,NA,NA,2,No,0,,354,21/01/2023,21,11:35,1.3,blue,Small,Leaf litter,Juvenile,NA,0.22,1.38,60,30,1,1,0,50,FALSE,NA,24,24.3,IMG_3439,91.49,Rocks around,37:25.0,108.398857,1/21/2023 14:37,-52.043838,4.503063,28.0790189,61.50905141,1050488.721,499606.8875,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,NA,3.42
73,Kaw,23-Dt-024,27/07/2023,Frog swab,Wild,A02,DT83,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,18549,0,18549,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,355,21/01/2023,21,11:54,1.3,blue,Small,Leaf litter,Male,1,2.79,3.66,50,60,0,1,0,10,FALSE,NA,24,23.8,IMG_3440,93.22,Rocks around,59:19.0,119.623642,1/21/2023 14:59,-52.043789,4.503035,28.17375349,55.85305442,1050494.198,499603.8181,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,-1.020967608,2.86
74,Kaw,23-Dt-024,27/07/2023,Frog swab,Wild,A02,DT83,RAG1,0.190290436,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,18549,3,18546,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,355,21/01/2023,21,11:54,1.3,blue,Small,Leaf litter,Male,1,2.79,3.66,50,60,0,1,0,10,FALSE,NA,24,23.8,IMG_3440,93.22,Rocks around,59:19.0,119.623642,1/21/2023 14:59,-52.043789,4.503035,28.17375349,55.85305442,1050494.198,499603.8181,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,-1.020967608,2.86
75,Kaw,23-Dt-025,27/07/2023,Frog swab,Wild,B02,DT84,RAG1,0.060968082,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,19297,1,19296,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,357,21/01/2023,21,12:00,1.3,blue,Small,Under dead wood,Female,0,2.97,3.58,30,50,0,1,0,10,FALSE,NA,24,23.8,IMG_3440,93.22,,12:19.0,123.391647,1/21/2023 15:12,-52.043762,4.503037,30.2425949,54.4541894,1050497.203,499604.0604,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,-0.420213581,4.6
76,Kaw,23-Dt-025,27/07/2023,Frog swab,Wild,B02,DT84,Bd,3.969511747,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19297,65,19232,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,3.969511747,,357,21/01/2023,21,12:00,1.3,blue,Small,Under dead wood,Female,0,2.97,3.58,30,50,0,1,0,10,FALSE,NA,24,23.8,IMG_3440,93.22,,12:19.0,123.391647,1/21/2023 15:12,-52.043762,4.503037,30.2425949,54.4541894,1050497.203,499604.0604,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,-0.420213581,4.6
77,Kaw,23-Dt-026,27/07/2023,Frog swab,Wild,C02,DT85,RAG1,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,19457,0,19457,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,358,21/01/2023,21,12:40,1.3,blue,Small,Under fallen log,Male,1,2.5,3.61,50,0,1,1,1,70,TRUE,Pool on rock,24,23.5,IMG_3449,92.62,,47:23.0,124.694832,1/21/2023 15:47,-52.042739,4.503328,7.192140946,12.64816476,1050610.892,499637.1224,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,-1.35895997,5.76
78,Kaw,23-Dt-026,27/07/2023,Frog swab,Wild,C02,DT85,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19457,0,19457,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,358,21/01/2023,21,12:40,1.3,blue,Small,Under fallen log,Male,1,2.5,3.61,50,0,1,1,1,70,TRUE,Pool on rock,24,23.5,IMG_3449,92.62,,47:23.0,124.694832,1/21/2023 15:47,-52.042739,4.503328,7.192140946,12.64816476,1050610.892,499637.1224,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,-1.35895997,5.76
79,Kaw,23-Dt-027,01/08/2023,Frog swab,Wild,D01,DT178,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,18223,0,18223,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,359,21/01/2023,21,12:40,1.3,blue,Small,Under fallen log,Male,1,2.52,3.36,50,0,1,1,1,70,TRUE,Pool on rock,24,23.5,IMG_3449,92.62,Foraging,47:28.0,124.705231,1/21/2023 15:47,-52.042738,4.503342,6.662708254,12.594822,1050610.992,499638.6765,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,-0.422138553,too low
80,Kaw,23-Dt-027,01/08/2023,Frog swab,Wild,D01,DT178,RAG1,0.064561427,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,18223,1,18222,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,359,21/01/2023,21,12:40,1.3,blue,Small,Under fallen log,Male,1,2.52,3.36,50,0,1,1,1,70,TRUE,Pool on rock,24,23.5,IMG_3449,92.62,Foraging,47:28.0,124.705231,1/21/2023 15:47,-52.042738,4.503342,6.662708254,12.594822,1050610.992,499638.6765,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,-0.422138553,too low
81,Kaw,23-Dt-028,01/08/2023,Frog swab,Wild,E01,DT179,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,17442,0,17442,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,360,21/01/2023,21,13:13,1.3,blue,Small,Tree root,Male,1,2.37,3.27,80,5,6,0,0,5,FALSE,NA,24.5,25.5,IMG_3454,93.77,,16:30.0,124.79213,1/21/2023 16:16,-52.042737,4.503335,6.72812519,12.76358223,1050611.109,499637.9006,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,-0.374988707,too low
82,Kaw,23-Dt-028,01/08/2023,Frog swab,Wild,E01,DT179,RAG1,0.337300539,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,17442,5,17437,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,360,21/01/2023,21,13:13,1.3,blue,Small,Tree root,Male,1,2.37,3.27,80,5,6,0,0,5,FALSE,NA,24.5,25.5,IMG_3454,93.77,,16:30.0,124.79213,1/21/2023 16:16,-52.042737,4.503335,6.72812519,12.76358223,1050611.109,499637.9006,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,-0.374988707,too low
83,Kaw,23-Dt-029,01/08/2023,Frog swab,Wild,B05,DT208,RAG1,0.059212856,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,19869,1,19868,0,17319,0,17319,NA,NA,NA,NA,2,,NA,,361,21/01/2023,21,13:30,1.3,blue,Small,Under fallen log,Female,0,3.06,3.47,40,15,2,1,1,20,FALSE,NA,24.3,25.3,IMG_3455,91.68,,27:39.0,126.310745,1/21/2023 16:27,-52.042703,4.503409,5.82571581,17.85796604,1050614.839,499646.1366,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,0.202360293,11.8
84,Kaw,23-Dt-029,01/08/2023,Frog swab,Wild,B05,DT208,Bd,0.059212856,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19869,1,19868,0.135866791,17319,2,17317,NA,NA,NA,NA,2,No,0,,361,21/01/2023,21,13:30,1.3,blue,Small,Under fallen log,Female,0,3.06,3.47,40,15,2,1,1,20,FALSE,NA,24.3,25.3,IMG_3455,91.68,,27:39.0,126.310745,1/21/2023 16:27,-52.042703,4.503409,5.82571581,17.85796604,1050614.839,499646.1366,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,0.202360293,11.8
85,Kaw,23-Dt-030,01/08/2023,Frog swab,Wild,C05,DT209,Bd,0.433014899,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19022,7,19015,0.364119679,12926,4,12922,NA,NA,NA,NA,2,Yes,0.398567289,,365,21/01/2023,21,14:51,1.3,blue,Small,On fallen tree,Female,0,3.7,3.56,75,10,4,0,1,35,TRUE,Tree hole,24.8,24.5,IMG_3471,91.84,,45:44.0,108.125015,1/21/2023 17:45,-52.043779,4.501777,94.76442796,22.2627745,1050496.261,499464.2513,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,0.986014367,10.54
86,Kaw,23-Dt-030,01/08/2023,Frog swab,Wild,C05,DT209,RAG1,0.123702288,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,19022,2,19020,1.366030097,12926,15,12911,NA,NA,NA,NA,2,,NA,,365,21/01/2023,21,14:51,1.3,blue,Small,On fallen tree,Female,0,3.7,3.56,75,10,4,0,1,35,TRUE,Tree hole,24.8,24.5,IMG_3471,91.84,,45:44.0,108.125015,1/21/2023 17:45,-52.043779,4.501777,94.76442796,22.2627745,1050496.261,499464.2513,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,0.986014367,10.54
